1620458101735058071,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,0.100,1
1620458101736173491,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101746698452,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101747544672,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101762846165,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101763752476,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101778713301,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101779551708,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101794757705,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101795710071,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101810683817,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101811507181,10.00828,1.01118,-0.42131,0.40138,-4.66700,4.44619,0.00359,0.06910,0,1.000,0
1620458101833856480,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,0.906,0
1620458101835072386,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101842797166,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101844027943,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101858811181,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101859975078,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101874840240,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101876034932,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101890714408,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101891528218,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101906699776,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101907489731,10.00593,1.03928,-0.41994,0.28945,0.01088,-0.88982,0.02008,0.22820,0,1.000,0
1620458101922715813,9.99650,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,0.884,0
1620458101923551440,9.99651,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101938709772,9.99650,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101939511817,9.99651,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101954703578,9.99650,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101955500816,9.99651,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101970712742,9.99650,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101971504257,9.99651,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101986665232,9.99650,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458101987439365,9.99651,1.06644,-0.41376,0.24304,0.06742,-0.50602,0.04061,0.28463,0,1.000,0
1620458102006397398,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,0.878,0
1620458102007263214,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102018716799,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102019533221,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102034702521,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102035507952,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102050691987,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102051542499,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102066662330,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102067408415,9.97548,1.09192,-0.40568,0.24413,0.08876,0.01187,0.06118,0.27336,0,1.000,0
1620458102089645138,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,0.885,0
1620458102090458720,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102098723969,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102099584597,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102114689378,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102115515114,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102130706854,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102131582766,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102146692569,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102147512631,9.94638,1.11313,-0.39829,0.25326,0.09172,0.11344,0.07884,0.25252,0,1.000,0
1620458102169618540,9.90687,1.13300,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,0.879,0
1620458102170462730,9.90687,1.13299,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102178699390,9.90687,1.13300,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102179504930,9.90687,1.13299,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102194723256,9.90687,1.13300,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102195499639,9.90687,1.13299,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102210674306,9.90687,1.13300,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102211430147,9.90687,1.13299,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102226670991,9.90687,1.13300,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102227429852,9.90687,1.13299,-0.39107,0.26346,0.08906,0.12567,0.09611,0.23216,0,1.000,0
1620458102242698492,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,0.877,0
1620458102243515707,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102258772275,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102260199396,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102273843651,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102274819209,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102289769387,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102290588819,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102309353538,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102310291872,9.85877,1.15071,-0.38475,0.27210,0.07990,0.10931,0.11250,0.21641,0,1.000,0
1620458102335184630,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,0.873,0
1620458102336898712,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102351991544,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102352873004,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102367744221,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102368772608,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102390093942,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102391331732,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102409853037,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102412005905,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102424853891,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102426023331,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102440819370,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102441978905,9.80250,1.16661,-0.37976,0.27908,0.06351,0.08879,0.12838,0.20489,0,1.000,0
1620458102460338557,9.72115,1.18430,-0.37604,0.28593,0.03578,0.06596,0.14805,0.19529,0,0.838,0
1620458102461536973,9.72115,1.18430,-0.37604,0.28593,0.03578,0.06596,0.14805,0.19529,0,1.000,0
1620458102472860158,9.72115,1.18430,-0.37604,0.28593,0.03578,0.06596,0.14805,0.19529,0,1.000,0
1620458102474065873,9.72115,1.18430,-0.37604,0.28593,0.03578,0.06596,0.14805,0.19529,0,1.000,0
