1620445859437763756,sensor2,1,-148.99908,-39.39022,0.00049,17.35912,0.00027,3.04511,-1.57077,1e-05
1620445859452919402,sensor2,1,-148.99908,-39.39022,0.00049,17.35912,0.00027,3.04511,-1.57077,1e-05
1620445859468869524,sensor2,1,-148.99908,-39.39022,0.00049,17.35912,0.00027,3.04511,-1.57077,1e-05
1620445859484669251,sensor2,1,-148.99908,-39.39022,0.00049,17.35912,0.00027,3.04511,-1.57077,1e-05
1620445859500708362,sensor2,1,-148.99908,-39.39022,0.00049,17.35912,0.00027,3.04511,-1.57077,1e-05
1620445859517831933,sensor2,1,-148.99902,-38.00372,0.00052,17.59817,0.00032,3.01597,-1.57076,1e-05
1620445859532749068,sensor2,1,-148.99902,-38.00372,0.00052,17.59817,0.00032,3.01597,-1.57076,1e-05
1620445859548733020,sensor2,1,-148.99902,-38.00372,0.00052,17.59817,0.00032,3.01597,-1.57076,1e-05
1620445859564946184,sensor2,1,-148.99902,-38.00372,0.00052,17.59817,0.00032,3.01597,-1.57076,1e-05
1620445859580656341,sensor2,1,-148.99902,-38.00372,0.00052,17.59817,0.00032,3.01597,-1.57076,1e-05
1620445859597284557,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859598855725,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859613028150,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859614227513,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859628836155,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859630301435,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859644591302,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859645430826,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859664441337,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859665257601,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859676467059,sensor1,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859677266018,sensor2,1,-148.99902,-36.58278,0.00055,17.83707,0.00038,2.98127,-1.57076,1e-05
1620445859693155125,sensor1,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859694427648,sensor2,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859708774113,sensor1,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859709973824,sensor2,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859724733659,sensor1,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859725530487,sensor2,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859746030070,sensor1,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859746816528,sensor2,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859757563976,sensor1,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859758266146,sensor2,1,-148.99895,-35.1739,0.00057,18.06766,0.00035,2.94181,-1.57076,1e-05
1620445859773684962,sensor1,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859774641765,sensor2,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859789700703,sensor1,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859790540899,sensor2,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859805625008,sensor1,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859806463243,sensor2,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859825195322,sensor1,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859826028837,sensor2,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859837559947,sensor1,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859838353155,sensor2,1,-148.99886,-33.51938,0.0006,18.33202,0.00034,2.91113,-1.57076,1e-05
1620445859853627350,sensor1,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859854511721,sensor2,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859869573566,sensor1,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859870343840,sensor2,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859885528545,sensor1,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859886288888,sensor2,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859908103964,sensor1,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859909070572,sensor2,1,-148.99876,-32.03742,0.00063,18.5635,0.00034,2.88361,-1.57076,1e-05
1620445859918426110,sensor1,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859920092103,sensor2,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859933700346,sensor1,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859934586857,sensor2,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859949513481,sensor1,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859950268071,sensor2,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859965562058,sensor1,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859966354794,sensor2,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859987324593,sensor1,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859988136021,sensor2,1,-148.98552,-30.59894,0.41725,18.74381,5.40658,2.33984,-1.55918,0.27527
1620445859998527218,sensor1,1,-148.94347,-29.15448,0.89039,18.91314,6.17371,2.20953,-1.53022,0.43955
1620445860000374053,sensor2,1,-148.94347,-29.15448,0.89039,18.91314,6.17371,2.20953,-1.53022,0.43955
1620445860013479246,sensor1,1,-148.94347,-29.15448,0.89039,18.91314,6.17371,2.20953,-1.53022,0.43955
