1621242623651325792,sensor1,12.32606,0.85077,3.11015,-0.43930,2.56292,-0.74795,-0.06124,-0.13004,0,0.500,1
1621242623666032061,sensor2,12.32606,0.85077,3.11015,-0.43930,2.56292,-0.74795,-0.06124,-0.13004,0,0.952,0
1621242623747476198,sensor1,12.60301,0.79516,3.31587,-0.49978,2.41863,-0.65037,-0.07205,-0.12617,0,0.908,0
1621242623749976994,sensor2,12.60301,0.79516,3.31587,-0.49978,2.41863,-0.65037,-0.07205,-0.12617,0,0.991,0
1621242623843596926,sensor1,12.89532,0.70732,3.46177,-0.63282,1.73338,-1.42841,-0.08512,-0.16696,0,0.889,0
1621242623846567900,sensor2,12.89532,0.70732,3.46177,-0.63282,1.73338,-1.42841,-0.08512,-0.16696,0,0.989,0
1621242623923411081,sensor1,13.23115,0.64404,3.61073,-0.61901,1.58569,0.17800,-0.09663,-0.11676,0,0.863,0
1621242623926730926,sensor2,13.23115,0.64404,3.61073,-0.61901,1.58569,0.17800,-0.09663,-0.11676,0,0.987,0
1621242624003633009,sensor1,13.53074,0.59538,3.71657,-0.69305,1.29803,-0.91227,-0.10609,-0.11693,0,0.920,0
1621242624006778147,sensor2,13.53074,0.59538,3.71657,-0.69305,1.29803,-0.91227,-0.10609,-0.11693,0,0.987,0
1621242624085306511,sensor1,13.83850,0.53999,3.79027,-0.75746,0.90140,-0.78793,-0.11556,-0.11689,0,0.925,0
1621242624086814809,sensor2,13.83850,0.53999,3.79027,-0.75746,0.90140,-0.78793,-0.11556,-0.11689,0,0.994,0
1621242624160190555,sensor1,14.14393,0.47999,3.84655,-0.83731,0.70542,-1.00109,-0.12497,-0.12033,0,0.911,0
1621242624167191413,sensor2,14.14393,0.47999,3.84655,-0.83731,0.70542,-1.00109,-0.12497,-0.12033,0,0.971,0
1621242624243866610,sensor1,14.46062,0.41237,3.89003,-0.91331,0.53257,-0.93094,-0.13460,-0.11830,0,0.915,0
1621242624246503524,sensor2,14.46062,0.41237,3.89003,-0.91331,0.53257,-0.93094,-0.13460,-0.11830,0,0.989,0
